Experiment	Subject	Trial	pinyin.stim	pinyin.resp	Status	ZL.stim	ZL.resp	ZL.edit	ZL.A	ZL.D	ZL.S	ZL.C	ZL.V1	ZL.V2	ZL.X	ZL.T	L.stim	L.resp	L.edit	L.A	L.D	L.S	L.C	L.V1	L.V2	L.X	L.T	NH.stim	NH.resp	NH.edit	NH.A	NH.D	NH.S	NH.C	NH.V1	NH.V2	NH.X	NH.T
exp1	p06	30	xiao3	shao3	item	XiAu3	SAu3	2	0	0	0	0	0	0	0	0	XjAu3	SAu3	2	0	0	0	0	0	0	0	0	Xiau3	Sau3	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p21	30	xue2	xu2	item	XyE2	Xy2	1	0	1	0	0	0	1	0	0	XHe2	Xy2	2	0	0	0	0	0	0	0	0	XyE2	Xy2	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p12	30	yan3	lian3	item	ian3	lian3	1	1	0	0	1	0	0	0	0	jEn3	ljEn3	1	1	0	0	1	0	0	0	0	iEn3	liEn3	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p31	30	ye2	lie2	item	iE2	liE2	1	1	0	0	1	0	0	0	0	je2	lje2	1	1	0	0	1	0	0	0	0	iE2	liE2	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p15	30	zun1	zeng1	item	zu@n1	z@N1	2	0	0	0	0	0	0	0	0	zw@n1	z@N1	2	0	0	0	0	0	0	0	0	zu@n1	z@N1	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p38	31	ai4	a4	item	ai4	a4	1	0	1	0	0	0	0	1	0	ai4	a4	1	0	1	0	0	0	0	1	0	ai4	a4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p07	31	en1	hen3	item	@n1	x@n3	2	1	0	0	1	0	0	0	0	@n1	x@n3	2	0	0	0	0	0	0	0	0	@n1	x@n3	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p20	31	hei1	bai2	item	xei1	pai2	3	0	0	0	0	0	0	0	0	xei1	pai2	3	0	0	0	0	0	0	0	0	xei1	pai2	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p28	31	hun4	hui4	item	xu@n4	xuei4	2	0	0	0	0	0	0	0	0	xw@n4	xwei4	2	0	0	0	0	0	0	0	0	xu@n4	xuei4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p27	31	jie1	ye1	item	JiE1	iE1	1	0	1	0	1	0	0	0	0	Jje1	je1	1	1	0	0	1	0	0	0	0	JiE1	iE1	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p35	31	kao4	ke4	item	KAu4	K74	2	0	0	0	0	0	0	0	0	KAu4	K74	2	0	0	0	0	0	0	0	0	Kau4	K@4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p16	31	mo2	mu2	item	mo2	mu2	1	0	0	1	0	0	1	0	0	mwo2	mu2	2	0	0	0	0	0	0	0	0	muo2	mu2	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p31	31	mo2	ne4	item	mo2	n74	3	0	0	0	0	0	0	0	0	mwo2	n74	4	0	0	0	0	0	0	0	0	muo2	n@4	4	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p03	31	pei2	bei3	item	Pei2	pei3	2	0	0	1	1	0	0	0	0	Pei2	pei3	2	0	0	0	0	0	0	0	0	Pei2	pei3	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p04	31	wai4	wen2	item	uai4	u@n2	3	0	0	0	0	0	0	0	0	wai4	w@n2	3	0	0	0	0	0	0	0	0	uai4	u@n2	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p24	31	wei2	wen4	item	uei2	u@n4	3	0	0	0	0	0	0	0	0	wei2	w@n4	3	0	0	0	0	0	0	0	0	uei2	u@n4	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p34	31	xun2	xue2	item	Xyn2	XyE2	1	0	0	1	0	0	0	1	0	Xyn2	XHe2	2	0	0	0	0	0	0	0	0	Xu@n2	XyE2	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p13	31	yao4	niao4	item	iAu4	niAu4	1	1	0	0	1	0	0	0	0	jAu4	njAu4	1	1	0	0	1	0	0	0	0	iau4	niau4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p15	31	zhuang1	zhuan1	item	ZuAN1	Zuan1	2	0	0	0	0	0	0	0	0	ZwAN1	Zwan1	2	0	0	0	0	0	0	0	0	ZuaN1	Zuan1	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p14	32	ao4	ou1	item	Au4	@u1	2	0	0	1	0	0	1	0	0	Au4	ou1	2	0	0	0	0	0	0	0	0	au4	ou1	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p33	32	ao4	ou1	item	Au4	@u1	2	0	0	1	0	0	1	0	0	Au4	ou1	2	0	0	0	0	0	0	0	0	au4	ou1	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p03	32	hou4	huo4	item	x@u4	xuo4	2	0	0	0	0	0	0	0	0	xou4	xwo4	2	0	0	0	0	0	0	0	0	xou4	xuo4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p12	32	jie1	gai1	item	JiE1	kai1	3	0	0	0	0	0	0	0	0	Jje1	kai1	3	0	0	0	0	0	0	0	0	JiE1	kai1	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p19	32	kao4	ku4	item	KAu4	Ku4	1	0	1	0	0	0	1	0	0	KAu4	Ku4	1	0	1	0	0	0	1	0	0	Kau4	Ku4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p23	32	lao3	ao4	item	lAu3	Au4	2	0	1	0	1	0	0	0	0	lAu3	Au4	2	0	0	0	0	0	0	0	0	lau3	au4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p15	32	pian4	peng4	item	Pian4	P@N4	3	0	0	0	0	0	0	0	0	PjEn4	P@N4	3	0	0	0	0	0	0	0	0	PiEn4	P@N4	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p38	32	ri4	rui4	item	r14	ruei4	3	0	0	0	0	0	0	0	0	r14	rwei4	3	0	0	0	0	0	0	0	0	r14	ruei4	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p30	32	xiao3	xia4	item	XiAu3	Xia4	3	0	0	0	0	0	0	0	0	XjAu3	Xja4	3	0	0	0	0	0	0	0	0	Xiau3	Xia4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p06	32	ya4	yan4	item	ia4	ian4	1	1	0	0	0	0	0	1	0	ja4	jEn4	2	0	0	0	0	0	0	0	0	ia4	iEn4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p32	32	yu3	yue4	item	y3	yE4	2	1	0	0	0	0	1	0	0	Hy3	He4	2	0	0	0	0	0	0	0	0	iou3	iyE4	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p05	33	chui1	cui4	item	Cuei1	cuei4	2	0	0	1	1	0	0	0	0	Cwei1	cwei4	2	0	0	0	0	0	0	0	0	Cuei1	cuei4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p18	33	hou4	heng4	item	x@u4	x@N4	1	0	0	1	0	0	0	1	0	xou4	x@N4	2	0	0	0	0	0	0	0	0	xou4	x@N4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p31	33	ji1	jing1	item	Ji1	JiN1	1	1	0	0	0	0	0	1	0	Ji1	Jj@N1	3	0	0	0	0	0	0	0	0	Ji1	JiN1	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p23	33	ma1	da4	item	ma1	ta4	2	0	0	1	1	0	0	0	0	ma1	ta4	2	0	0	0	0	0	0	0	0	ma1	ta4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p19	33	ming2	min2	item	miN2	min2	1	0	0	1	0	0	0	1	0	mj@N2	min2	3	0	0	0	0	0	0	0	0	miN2	min2	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p11	33	nan2	han4	item	nan2	xan4	2	0	0	1	1	0	0	0	0	nan2	xan4	2	0	0	0	0	0	0	0	0	nan2	xan4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p30	33	niang2	nian2	item	niAN2	nian2	2	0	0	0	0	0	0	0	0	njAN2	njEn2	2	0	0	0	0	0	0	0	0	niaN2	niEn2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p24	33	pian4	piao4	item	Pian4	PiAu4	2	0	0	0	0	0	0	0	0	PjEn4	PjAu4	2	0	0	0	0	0	0	0	0	PiEn4	Piau4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p08	33	ri4	li4	item	r14	li4	2	0	0	0	0	0	0	0	0	r14	li4	2	0	0	0	0	0	0	0	0	r14	li4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p32	33	ri4	shi3	item	r14	S13	2	0	0	0	0	0	0	0	0	r14	S13	2	0	0	0	0	0	0	0	0	r14	S13	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p04	33	ru2	luo2	item	ru2	luo2	2	0	0	0	0	0	0	0	0	ru2	lwo2	3	0	0	0	0	0	0	0	0	ru2	luo2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p28	33	ru2	yu2	item	ru2	y2	2	0	0	0	0	0	0	0	0	ru2	Hy2	2	0	0	0	0	0	0	0	0	ru2	iou2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p03	33	yue4	jue2	item	yE4	JyE2	2	1	0	0	1	0	0	0	0	He4	JHe2	2	0	0	0	0	0	0	0	0	iyE4	JyE2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p16	33	zheng4	chen4	item	Z@N4	C@n4	2	0	0	0	0	0	0	0	0	Z@N4	C@n4	2	0	0	0	0	0	0	0	0	Z@N4	C@n4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p05	34	ba3	bai2	item	pa3	pai2	2	1	0	0	0	0	0	1	0	pa3	pai2	2	0	0	0	0	0	0	0	0	pa3	pai2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p30	34	guan3	guo4	item	kuan3	kuo4	3	0	0	0	0	0	0	0	0	kwan3	kwo4	3	0	0	0	0	0	0	0	0	kuan3	kuo4	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p29	34	li3	ni2	item	li3	ni2	2	0	0	1	1	0	0	0	0	li3	ni2	2	0	0	0	0	0	0	0	0	li3	ni2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p06	34	niu2	mou2	item	ni@u2	m@u2	2	0	0	0	0	0	0	0	0	njou2	mou2	2	0	0	0	0	0	0	0	0	niou2	mou2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p19	34	qian2	qiang2	item	qian2	qiAN2	2	0	0	0	0	0	0	0	0	qjEn2	qjAN2	2	0	0	0	0	0	0	0	0	QiEn2	QiaN2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p27	34	tian1	yan1	item	Tian1	ian1	1	0	1	0	1	0	0	0	0	TjEn1	jEn1	1	0	1	0	1	0	0	0	0	TiEn1	iEn1	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p04	34	weng1	peng2	item	u@N1	P@N2	2	0	0	1	1	0	0	0	0	w@N1	P@N2	2	0	0	0	0	0	0	0	0	u@N1	P@N2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p32	34	weng1	wang3	item	u@N1	uAN3	2	0	0	1	0	0	1	0	0	w@N1	wAN3	2	0	0	0	0	0	0	0	0	u@N1	uaN3	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p20	34	wo3	nie2	item	uo3	niE2	4	0	0	0	0	0	0	0	0	wo3	nje2	4	0	0	0	0	0	0	0	0	uo3	niE2	4	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p24	34	wu3	wen4	item	u3	u@n4	3	0	0	0	0	0	0	0	0	wu3	w@n4	3	0	0	0	0	0	0	0	0	u3	u@n4	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p28	34	xia4	xiang4	item	Xia4	XiAN4	2	0	0	0	0	0	0	0	0	Xja4	XjAN4	2	0	0	0	0	0	0	0	0	Xia4	XiaN4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p33	34	zheng4	zhen3	item	Z@N4	Z@n3	2	0	0	1	0	0	0	1	0	Z@N4	Z@n3	2	0	0	0	0	0	0	0	0	Z@N4	Z@n3	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p04	35	che1	chun2	item	C71	Cu@n2	4	0	0	0	0	0	0	0	0	C71	Cw@n2	4	0	0	0	0	0	0	0	0	C@1	Cu@n2	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p12	35	deng3	teng1	item	t@N3	T@N1	2	0	0	1	1	0	0	0	0	t@N3	T@N1	2	0	0	0	0	0	0	0	0	t@N3	T@N1	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p11	35	hong2	huang2	item	xuN2	xuAN2	1	1	0	0	0	0	1	0	0	xuN2	xwAN2	2	0	0	0	0	0	0	0	0	xoN2	xuaN2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p17	35	hou4	hao3	item	x@u4	xAu3	2	0	0	1	0	0	1	0	0	xou4	xAu3	2	0	0	0	0	0	0	0	0	xou4	xau3	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p27	35	qi3	qing3	item	qi3	qiN3	1	1	0	0	0	0	0	1	0	qi3	qj@N3	3	0	0	0	0	0	0	0	0	Qi3	QiN3	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p29	35	rou4	nou3	item	r@u4	n@u3	2	0	0	1	1	0	0	0	0	rou4	nou3	2	0	0	0	0	0	0	0	0	rou4	nou3	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p03	35	si3	ci4	item	s13	c14	2	0	0	1	1	0	0	0	0	s13	c14	2	0	0	0	0	0	0	0	0	s13	c14	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p30	35	tian1	tan2	item	Tian1	Tan2	2	0	1	0	0	1	0	0	0	TjEn1	Tan2	3	0	0	0	0	0	0	0	0	TiEn1	Tan2	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p06	35	wo3	duo2	item	uo3	tuo2	2	1	0	0	1	0	0	0	0	wo3	two2	2	0	0	0	0	0	0	0	0	uo3	tuo2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p34	35	wo3	guo3	item	uo3	kuo3	1	0	1	0	1	0	0	0	0	wo3	kwo3	1	1	0	0	1	0	0	0	0	uo3	kuo3	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p28	35	wu3	wan3	item	u3	uan3	2	0	0	0	0	0	0	0	0	wu3	wan3	2	0	0	0	0	0	0	0	0	u3	uan3	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p16	35	xun2	xu2	item	Xyn2	Xy2	1	0	1	0	0	0	0	1	0	Xyn2	Xy2	1	0	1	0	0	0	0	1	0	Xu@n2	Xy2	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p01	35	yao4	liao4	item	iAu4	liAu4	1	1	0	0	1	0	0	0	0	jAu4	ljAu4	1	1	0	0	1	0	0	0	0	iau4	liau4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p14	35	yong4	you3	item	iuN4	i@u3	3	0	0	0	0	0	0	0	0	juN4	jou3	3	0	0	0	0	0	0	0	0	ioN4	iou3	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p24	35	yong4	yuan3	item	iuN4	yan3	4	0	0	0	0	0	0	0	0	juN4	HEn3	4	0	0	0	0	0	0	0	0	ioN4	iyEn3	4	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p19	35	zhua1	zhuan4	item	Zua1	Zuan4	2	1	0	0	0	0	0	1	0	Zwa1	Zwan4	2	0	0	0	0	0	0	0	0	Zua1	Zuan4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p29	36	e4	le4	item	74	l74	1	1	0	0	1	0	0	0	0	74	l74	1	1	0	0	1	0	0	0	0	@4	l@4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p07	36	ei4	che4	item	ei4	C74	2	0	0	0	0	0	0	0	0	ei4	C74	2	0	0	0	0	0	0	0	0	ei4	C@4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p27	36	fen4	en4	item	f@n4	@n4	1	0	1	0	1	0	0	0	0	f@n4	@n4	1	0	1	0	1	0	0	0	0	f@n4	@n4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p04	36	jin4	qing2	item	Jin4	qiN2	3	0	0	0	0	0	0	0	0	Jin4	qj@N2	5	0	0	0	0	0	0	0	0	Jin4	QiN2	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p24	36	qian2	quan2	item	qian2	qyan2	1	0	0	1	1	0	0	0	0	qjEn2	qHen2	2	0	0	0	0	0	0	0	0	QiEn2	QyEn2	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p21	36	qing3	qin3	item	qiN3	qin3	1	0	0	1	0	0	0	1	0	qj@N3	qin3	3	0	0	0	0	0	0	0	0	QiN3	Qin3	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p33	36	rou4	re4	item	r@u4	r74	2	0	0	0	0	0	0	0	0	rou4	r74	2	0	0	0	0	0	0	0	0	rou4	r@4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p06	36	wa1	gua1	item	ua1	kua1	1	0	1	0	1	0	0	0	0	wa1	kwa1	1	1	0	0	1	0	0	0	0	ua1	kua1	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p28	36	wen4	yan4	item	u@n4	ian4	2	0	0	0	0	0	0	0	0	w@n4	jEn4	2	0	0	0	0	0	0	0	0	u@n4	iEn4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p01	36	you3	yong1	item	i@u3	iuN1	3	0	0	0	0	0	0	0	0	jou3	juN1	3	0	0	0	0	0	0	0	0	iou3	ioN1	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p15	36	yu3	yun2	item	y3	yn2	2	1	0	0	0	0	0	1	0	Hy3	Hyn2	2	0	0	0	0	0	0	0	0	iou3	iy@n2	4	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p28	37	ang2	an1	item	AN2	an1	3	0	0	0	0	0	0	0	0	AN2	an1	3	0	0	0	0	0	0	0	0	aN2	an1	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p08	37	bie2	ye2	item	piE2	iE2	1	0	1	0	1	0	0	0	0	pje2	je2	1	1	0	0	1	0	0	0	0	piE2	iE2	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p19	37	bo1	bao4	item	po1	pAu4	3	0	0	0	0	0	0	0	0	pwo1	pAu4	3	0	0	0	0	0	0	0	0	puo1	pau4	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p20	37	cuo4	dui4	item	cuo4	tuei4	3	0	0	0	0	0	0	0	0	cwo4	twei4	3	0	0	0	0	0	0	0	0	cuo4	tuei4	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p06	37	lin2	ming2	item	lin2	miN2	2	0	0	0	0	0	0	0	0	lin2	mj@N2	4	0	0	0	0	0	0	0	0	lin2	miN2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p04	37	ming2	teng2	item	miN2	T@N2	2	0	0	0	0	0	0	0	0	mj@N2	T@N2	2	0	0	0	0	0	0	0	0	miN2	T@N2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p16	37	ou4	hou4	item	@u4	x@u4	1	1	0	0	1	0	0	0	0	ou4	xou4	1	1	0	0	1	0	0	0	0	ou4	xou4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p32	37	pin1	pian2	item	Pin1	Pian2	2	1	0	0	0	0	1	0	0	Pin1	PjEn2	3	0	0	0	0	0	0	0	0	Pin1	PiEn2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p24	37	tian1	tan1	item	Tian1	Tan1	1	0	1	0	0	1	0	0	0	TjEn1	Tan1	2	0	0	0	0	0	0	0	0	TiEn1	Tan1	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p15	37	wang4	wan4	item	uAN4	uan4	2	0	0	0	0	0	0	0	0	wAN4	wan4	2	0	0	0	0	0	0	0	0	uaN4	uan4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p18	37	wang4	wan4	item	uAN4	uan4	2	0	0	0	0	0	0	0	0	wAN4	wan4	2	0	0	0	0	0	0	0	0	uaN4	uan4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p30	37	xin1	xing1	item	Xin1	XiN1	1	0	0	1	0	0	0	1	0	Xin1	Xj@N1	3	0	0	0	0	0	0	0	0	Xin1	XiN1	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p21	37	xun2	xu2	item	Xyn2	Xy2	1	0	1	0	0	0	0	1	0	Xyn2	Xy2	1	0	1	0	0	0	0	1	0	Xu@n2	Xy2	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p31	37	yan3	lian3	item	ian3	lian3	1	1	0	0	1	0	0	0	0	jEn3	ljEn3	1	1	0	0	1	0	0	0	0	iEn3	liEn3	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p12	37	zhua1	zhu4	item	Zua1	Zu4	2	0	1	0	0	1	0	0	0	Zwa1	Zu4	3	0	0	0	0	0	0	0	0	Zua1	Zu4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p34	37	zhuang1	chuang2	item	ZuAN1	CuAN2	2	0	0	1	1	0	0	0	0	ZwAN1	CwAN2	2	0	0	0	0	0	0	0	0	ZuaN1	CuaN2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p28	38	bo1	bao1	item	po1	pAu1	2	0	0	0	0	0	0	0	0	pwo1	pAu1	2	0	0	0	0	0	0	0	0	puo1	pau1	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p03	38	de2	bei3	item	t72	pei3	4	0	0	0	0	0	0	0	0	t72	pei3	4	0	0	0	0	0	0	0	0	t@2	pei3	4	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p31	38	gua4	ga4	item	kua4	ka4	1	0	1	0	0	1	0	0	0	kwa4	ka4	1	0	1	0	0	1	0	0	0	kua4	ka4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p19	38	tian1	ti1	item	Tian1	Ti1	2	0	0	0	0	0	0	0	0	TjEn1	Ti1	3	0	0	0	0	0	0	0	0	TiEn1	Ti1	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p24	38	wa1	wan1	item	ua1	uan1	1	1	0	0	0	0	0	1	0	wa1	wan1	1	1	0	0	0	0	0	1	0	ua1	uan1	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p38	38	xia4	xiao3	item	Xia4	XiAu3	3	0	0	0	0	0	0	0	0	Xja4	XjAu3	3	0	0	0	0	0	0	0	0	Xia4	Xiau3	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p13	38	ya4	yao4	item	ia4	iAu4	2	0	0	0	0	0	0	0	0	ja4	jAu4	2	0	0	0	0	0	0	0	0	ia4	iau4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p30	38	ya4	yan4	item	ia4	ian4	1	1	0	0	0	0	0	1	0	ja4	jEn4	2	0	0	0	0	0	0	0	0	ia4	iEn4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p04	38	yuan2	luo2	item	yan2	luo2	3	0	0	0	0	0	0	0	0	HEn2	lwo2	3	0	0	0	0	0	0	0	0	iyEn2	luo2	4	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p15	39	ang2	an4	item	AN2	an4	3	0	0	0	0	0	0	0	0	AN2	an4	3	0	0	0	0	0	0	0	0	aN2	an4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p29	39	ang2	bang1	item	AN2	pAN1	2	1	0	0	1	0	0	0	0	AN2	pAN1	2	0	0	0	0	0	0	0	0	aN2	paN1	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p20	39	ei4	wei1	item	ei4	uei1	2	1	0	0	0	1	0	0	0	ei4	wei1	2	0	0	0	0	0	0	0	0	ei4	uei1	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p33	39	gen1	geng4	item	k@n1	k@N4	2	0	0	1	0	0	0	1	0	k@n1	k@N4	2	0	0	0	0	0	0	0	0	k@n1	k@N4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p07	39	hei1	che4	item	xei1	C74	4	0	0	0	0	0	0	0	0	xei1	C74	4	0	0	0	0	0	0	0	0	xei1	C@4	4	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p38	39	jin4	ji4	item	Jin4	Ji4	1	0	1	0	0	0	0	1	0	Jin4	Ji4	1	0	1	0	0	0	0	1	0	Jin4	Ji4	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p03	39	juan4	xuan2	item	Jyan4	Xyan2	2	0	0	1	1	0	0	0	0	JHEn4	XHen2	3	0	0	0	0	0	0	0	0	JyEn4	XuEn2	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p04	39	kao4	lang2	item	KAu4	lAN2	3	0	0	0	0	0	0	0	0	KAu4	lAN2	3	0	0	0	0	0	0	0	0	Kau4	laN2	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p21	39	pei2	pen2	item	Pei2	P@n2	2	0	0	0	0	0	0	0	0	Pei2	P@n2	2	0	0	0	0	0	0	0	0	Pei2	P@n2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p18	39	qian2	quan2	item	qian2	qyan2	1	0	0	1	0	1	0	0	0	qjEn2	qHen2	2	0	0	0	0	0	0	0	0	QiEn2	QyEn2	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p08	39	shuai4	cuan4	item	Suai4	cuan4	2	0	0	0	0	0	0	0	0	Swai4	cwan4	2	0	0	0	0	0	0	0	0	Suai4	cuan4	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p27	39	tui3	lei3	item	Tuei3	lei3	2	0	0	0	0	0	0	0	0	Twei3	lei3	2	0	0	0	0	0	0	0	0	Tuei3	lei3	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p24	39	xiao3	xiang2	item	XiAu3	XiAN2	2	0	0	1	0	0	0	1	0	XjAu3	XjAN2	2	0	0	0	0	0	0	0	0	Xiau3	XiaN2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p17	39	xin1	xing1	item	Xin1	XiN1	1	0	0	1	0	0	0	1	0	Xin1	Xj@N1	3	0	0	0	0	0	0	0	0	Xin1	XiN1	1	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p01	39	xue2	xuan2	item	XyE2	Xyan2	2	0	0	0	0	0	0	0	0	XHe2	XHen2	1	1	0	0	0	0	0	1	0	XyE2	XuEn2	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p32	39	yue4	yao3	item	yE4	iAu3	4	0	0	0	0	0	0	0	0	He4	jAu3	4	0	0	0	0	0	0	0	0	iyE4	iau3	3	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p03	40	an4	ban1	item	an4	pan1	2	1	0	0	1	0	0	0	0	an4	pan1	2	0	0	0	0	0	0	0	0	an4	pan1	2	NA	NA	NA	NA	NA	NA	NA	NA
exp1	p18	40	cuo4	cong4	item	cuo4	cuN4	1	0	0	1	0	0	0	1	0	cwo4	cuN4	2	0	0	0	0	0	0	0	0	cuo4	coN4	2	NA	NA	NA	NA	NA	NA	NA	NA
